Model,DPO2004B,,,
Firmware Version,1.56,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,1.60E-08,,,
Filter Frequency,7.00E+07,,,
Record Length,125000,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-5.11E-05,0.004,-0.004,0.0036,-0.0012
-5.11E-05,0.004,0.012,0.002,0.0044
-5.11E-05,0.004,-0.004,-0.0004,0.0012
-5.10E-05,0.004,0.012,0.0004,0.0044
-5.10E-05,0.012,0.004,0.0004,-0.0036
-5.10E-05,0.004,0.012,0.0052,0.0068
-5.10E-05,0.004,-0.004,0.0044,-0.002
-5.10E-05,-0.004,0.012,-0.0004,0.0076
-5.10E-05,0.004,-0.004,0.0052,-0.0004
-5.09E-05,0.004,0.012,0.0076,0.0052
-5.09E-05,-0.004,-0.004,0.0044,-0.002
-5.09E-05,-0.004,0.02,0.0052,0.0108
-5.09E-05,0.004,-0.004,0.0044,0.0012
-5.09E-05,-0.004,0.012,0.0044,0.0076
-5.09E-05,-0.004,-0.004,0.0092,-0.0012
-5.08E-05,-0.004,0.02,0.0068,0.0068
-5.08E-05,-0.004,-0.012,0.0044,-0.002
-5.08E-05,-0.004,0.02,0.006,0.01
-5.08E-05,-0.004,-0.004,0.014,-0.002
-5.08E-05,0.004,0.02,0.0068,0.0068
-5.08E-05,0.004,-0.004,-0.0004,-0.0076
-5.08E-05,0.012,0.012,0.0028,0.0156
-5.07E-05,0.004,-0.004,0.0004,-0.0036
-5.07E-05,-0.004,0.02,0.0028,0.0068
-5.07E-05,-0.004,-0.004,0.002,-0.0004
-5.07E-05,0.004,0.012,-0.0044,0.0044
-5.07E-05,0.004,-0.004,0.0004,-0.0044
-5.07E-05,0.004,0.012,-0.0004,0.0052
-5.06E-05,-0.004,-0.004,-0.0036,-0.0036
-5.06E-05,0.004,0.012,-0.0044,0.0044
-5.06E-05,0.004,-0.004,-0.0004,-0.0052
-5.06E-05,-0.004,0.004,0.0004,0.006
-5.06E-05,0.004,-0.004,0.0012,-0.0052
-5.06E-05,0.004,0.012,0.0012,0.0036
-5.05E-05,0.004,-0.004,-0.0068,-0.002
-5.05E-05,-0.004,0.004,-0.0012,0.0012
-5.05E-05,-0.004,-0.004,0.002,-0.0068
-5.05E-05,-0.004,0.012,0.0004,0.0028
-5.05E-05,0.004,-0.012,-0.0004,-0.0068
-5.05E-05,0.004,0.012,0.002,0.0036
-5.04E-05,-0.004,-0.004,0.0004,-0.0044
-5.04E-05,0.004,0.012,-0.0012,0.002
-5.04E-05,0.004,-0.004,-0.002,-0.006
-5.04E-05,-0.004,0.012,-0.0012,0.0036
-5.04E-05,-0.004,-0.004,-0.002,-0.0036
-5.04E-05,-0.004,0.012,0.0036,-0.0004
-5.04E-05,-0.004,-0.004,-0.0004,-0.0092
-5.03E-05,0.004,0.012,-0.002,0.0036
-5.03E-05,0.004,-0.004,-0.0012,-0.006
-5.03E-05,0.004,0.012,-0.0012,0.0044
-5.03E-05,0.004,-0.004,-0.0004,-0.002
-5.03E-05,0.004,0.012,-0.0044,0.002
-5.03E-05,-0.004,-0.004,0.0004,-0.0052
-5.02E-05,-0.004,0.012,0.0044,0.0052
-5.02E-05,-0.004,-0.004,0.0036,-0.0028
-5.02E-05,0.004,0.02,0.0028,0.0044
-5.02E-05,0.012,-0.004,0.0012,-0.0036
-5.02E-05,0.012,0.012,-0.0028,0.0068
-5.02E-05,0.004,-0.004,0.0012,-0.0076
-5.01E-05,0.004,0.012,0.002,0.0076
-5.01E-05,0.004,-0.004,-0.002,-0.0036
-5.01E-05,0.004,0.012,-0.0004,0.0036
-5.01E-05,-0.004,0.004,0.0036,-0.0028
-5.01E-05,0.004,0.012,0.0052,0.0116
-5.01E-05,0.004,-0.004,0.01,-0.0052
-5.00E-05,0.004,0.012,0.01,0.0076
-5.00E-05,-0.004,0.004,0.0076,-0.0108
-5.00E-05,-0.004,0.012,0.0124,0.0108
-5.00E-05,0.004,-0.004,-0.0012,-0.0092
-5.00E-05,0.004,0.02,-0.0052,0.0156
-5.00E-05,0.004,-0.004,-0.0028,-0.014
-5.00E-05,0.004,0.012,0.006,0.0132
-4.99E-05,0.012,-0.004,-0.0004,-0.006
-4.99E-05,0.004,0.012,0.0012,0.0084
-4.99E-05,0.004,-0.004,0.002,-0.0012
-4.99E-05,-0.004,0.012,0.002,0.006
-4.99E-05,0.004,-0.004,0.0068,-0.0012
-4.99E-05,0.012,0.012,0.0004,0.0028
-4.98E-05,0.004,-0.004,-0.0044,-0.0084
-4.98E-05,-0.004,0.012,0.0004,0.0068
-4.98E-05,-0.004,-0.012,0.0004,-0.006
-4.98E-05,0.004,0.012,-0.0012,0.0052
-4.98E-05,-0.004,-0.004,-0.0052,-0.002
-4.98E-05,-0.004,0.012,0.0028,0.002
-4.97E-05,-0.004,-0.004,0.0028,-0.006
-4.97E-05,0.004,0.012,-0.0012,0.0076
-4.97E-05,0.004,-0.004,-0.0012,-0.0036
-4.97E-05,-0.004,0.012,-0.0108,0.0052
-4.97E-05,-0.004,-0.004,0.0012,-0.0108
-4.97E-05,0.004,0.004,0.002,0.0052
-4.96E-05,0.004,-0.012,-0.0028,-0.0092
-4.96E-05,0.004,0.012,-0.0004,0.006
-4.96E-05,0.004,-0.004,0.0028,-0.0028
-4.96E-05,0.004,0.012,0.0004,0.0004
-4.96E-05,0.004,-0.004,-0.002,-0.0044
-4.96E-05,0.004,0.004,-0.0012,0.0052
-4.96E-05,0.004,-0.004,-0.0028,-0.006
-4.95E-05,0.004,0.012,-0.0004,0.0036
-4.95E-05,0.004,-0.012,0.0068,-0.006
-4.95E-05,0.012,0.012,-0.006,0.0004
-4.95E-05,0.012,-0.012,-0.0012,-0.0084
-4.95E-05,0.004,0.02,-0.0004,0.0076
-4.95E-05,0.004,-0.012,-0.0044,-0.0084
-4.94E-05,0.004,0.012,-0.0108,0.0068
-4.94E-05,0.004,-0.012,-0.0044,-0.0108
-4.94E-05,-0.004,0.012,-0.002,0.01
-4.94E-05,-0.004,-0.004,-0.0028,-0.014
-4.94E-05,-0.004,0.02,-0.0004,0.0116
-4.94E-05,-0.004,-0.004,-0.006,-0.0028
-4.93E-05,-0.004,0.012,-0.0036,0.0012
-4.93E-05,-0.004,-0.004,0.0036,-0.0084
-4.93E-05,-0.004,0.012,0.0012,0.0052
-4.93E-05,0.004,-0.004,0.0012,-0.0084
-4.93E-05,-0.004,0.012,-0.0012,0.0052
-4.93E-05,-0.004,-0.004,0.0028,-0.0028
-4.92E-05,0.004,0.012,0.0036,0.0028
-4.92E-05,0.004,-0.004,0.0012,-0.0044
-4.92E-05,0.004,0.012,0.0012,0.0068
-4.92E-05,0.004,-0.004,-0.0012,-0.002
-4.92E-05,0.004,0.012,0.006,0.002
-4.92E-05,0.004,-0.004,0.0044,-0.0084
-4.92E-05,0.004,0.012,0.0036,0.0084
-4.91E-05,0.004,-0.004,0.0044,-0.0036
-4.91E-05,0.004,0.012,0.002,0.0076
-4.91E-05,0.004,-0.004,0.0076,-0.0004
-4.91E-05,0.004,0.012,-0.002,0.0044
-4.91E-05,0.004,0.004,-0.0004,-0.0028
-4.91E-05,0.004,0.02,0.002,0.0092
-4.90E-05,0.004,-0.004,0.0052,-0.0028
-4.90E-05,0.012,0.012,0.0068,0.0068
-4.90E-05,0.004,-0.004,-0.002,-0.0012
-4.90E-05,0.004,0.012,-0.002,0.0116
-4.90E-05,0.004,-0.012,0.002,-0.0092
-4.90E-05,-0.004,0.012,0.006,0.0124
-4.89E-05,0.004,-0.004,0.0036,-0.002
-4.89E-05,-0.004,0.012,0.0012,0.01
-4.89E-05,0.004,-0.004,0.0044,-0.0004
-4.89E-05,0.012,0.012,0.0036,0.01
-4.89E-05,0.012,-0.004,0.0028,-0.0004
-4.89E-05,0.004,0.012,0.0012,0.006
-4.88E-05,0.004,-0.012,-0.0028,0.0004
-4.88E-05,-0.004,0.02,0.0124,0.0052
-4.88E-05,0.004,-0.012,0.0084,-0.006
-4.88E-05,0.004,0.012,0.0012,0.0124
-4.88E-05,0.004,0.004,0.0068,-0.0044
-4.88E-05,0.004,0.012,0.0116,0.0108
-4.88E-05,0.012,0.004,0.0076,-0.0036
-4.87E-05,0.004,0.012,0.0044,0.0116
-4.87E-05,0.004,-0.004,0.0036,-0.006
-4.87E-05,0.004,0.012,-0.0052,0.0132
-4.87E-05,0.004,-0.004,0.002,-0.006
-4.87E-05,0.012,0.012,-0.006,0.0124
-4.87E-05,0.004,-0.004,-0.0156,-0.0132
-4.86E-05,-0.004,0.012,-0.0052,0.0124
-4.86E-05,-0.004,-0.004,0.0036,-0.0156
-4.86E-05,0.004,0.012,0.0076,0.0172
-4.86E-05,-0.004,-0.004,-0.0004,-0.0068
-4.86E-05,-0.004,0.012,-0.002,0.0116
-4.86E-05,-0.004,-0.004,-0.0004,-0.0068
-4.85E-05,0.004,0.02,0.0004,0.01
-4.85E-05,-0.004,-0.004,-0.002,-0.0012
-4.85E-05,-0.004,0.012,-0.0092,0.0012
-4.85E-05,-0.004,-0.004,0.0004,-0.0092
-4.85E-05,-0.004,0.012,0.0036,0.0068
-4.85E-05,0.004,-0.004,0.0004,-0.01
-4.84E-05,0.004,0.012,-0.0004,0.0052
-4.84E-05,-0.004,-0.004,-0.0028,-0.002
-4.84E-05,0.012,0.012,0.0036,0.0036
-4.84E-05,0.004,-0.004,0.0036,-0.0068
-4.84E-05,0.004,0.012,-0.0004,0.0092
-4.84E-05,0.004,-0.004,-0.0012,-0.0052
-4.84E-05,-0.004,0.012,-0.0004,0.0044
-4.83E-05,0.004,-0.004,0.0028,-0.0028
-4.83E-05,0.004,0.004,-0.0004,0.0012
-4.83E-05,-0.004,-0.004,-0.0028,-0.0092
-4.83E-05,-0.004,0.012,-0.0012,0.0044
-4.83E-05,0.004,-0.004,0.0004,-0.0092
-4.83E-05,-0.004,0.012,0.0036,0.0036
-4.82E-05,-0.004,-0.004,-0.0036,-0.006
-4.82E-05,-0.012,0.012,0.0012,0.0092
-4.82E-05,-0.004,-0.012,0.0036,-0.0052
-4.82E-05,0.004,0.012,0.0036,0.0052
-4.82E-05,-0.004,-0.004,-0.0012,-0.002
-4.82E-05,-0.004,0.012,-0.0004,0.0044
-4.81E-05,-0.004,-0.004,0.0004,-0.0084
-4.81E-05,-0.004,0.02,-0.0012,0.0076
-4.81E-05,-0.004,-0.012,0.002,-0.0076
-4.81E-05,-0.004,0.02,-0.0044,0.014
-4.81E-05,0.004,-0.004,0.0036,-0.0044
-4.81E-05,0.004,0.012,0.0084,0.0036
-4.80E-05,0.012,-0.004,0.0044,-0.0076
-4.80E-05,0.004,0.02,0.0028,0.014
-4.80E-05,0.004,-0.004,0.0036,-0.0028
-4.80E-05,0.004,0.012,0.002,0.0076
-4.80E-05,0.004,0.004,0.0092,-0.0036
-4.80E-05,0.004,0.012,0.0044,0.0068
-4.80E-05,0.004,-0.004,0.0012,-0.0036
-4.79E-05,0.004,0.012,0.0052,0.0092
-4.79E-05,0.004,-0.004,0.0124,0.0004
-4.79E-05,0.012,0.012,0.0028,0.006
-4.79E-05,-0.004,-0.004,0.0004,-0.002
-4.79E-05,-0.004,0.02,0.0028,0.0124
-4.79E-05,0.004,-0.004,0.0036,-0.0036
-4.78E-05,0.004,0.012,0.0084,0.01
-4.78E-05,0.004,0.004,0.002,0.002
-4.78E-05,0.004,0.012,-0.002,0.0084
-4.78E-05,-0.004,-0.004,0.0028,-0.0036
-4.78E-05,0.004,0.012,0.0036,0.0084
-4.78E-05,0.004,-0.004,0.0012,-0.0012
-4.77E-05,-0.004,0.012,-0.0028,0.0084
-4.77E-05,-0.004,-0.004,0.0044,-0.0028
-4.77E-05,0.004,0.012,0.0052,0.0124
-4.77E-05,0.004,-0.004,0.0028,-0.0028
-4.77E-05,0.004,0.02,0.0004,0.0084
-4.77E-05,0.004,-0.004,-0.0052,0.0004
-4.76E-05,0.004,0.012,0.0052,0.0044
-4.76E-05,0.004,-0.004,0.0036,-0.006
-4.76E-05,0.012,0.012,0.0004,0.0084
-4.76E-05,0.004,-0.004,-0.0004,-0.0044
-4.76E-05,0.004,0.012,0.006,0.006
-4.76E-05,0.012,-0.004,0.0044,-0.0044
-4.76E-05,-0.004,0.012,0.0004,0.006
-4.75E-05,-0.012,-0.004,0.002,-0.0044
-4.75E-05,-0.004,0.012,0.0028,0.01
-4.75E-05,0.004,-0.012,0.0044,-0.0012
-4.75E-05,0.004,0.02,0.0036,0.0036
-4.75E-05,0.012,-0.004,-0.0044,-0.0076
-4.75E-05,-0.004,0.012,-0.002,0.0044
-4.74E-05,0.004,-0.004,-0.0012,-0.0068
-4.74E-05,0.004,0.012,0.0036,0.006
-4.74E-05,-0.004,-0.004,0.0012,-0.0052
-4.74E-05,-0.004,0.012,-0.006,0.0068
-4.74E-05,0.004,-0.004,-0.0028,-0.0068
-4.74E-05,0.004,0.012,0.002,0.0108
-4.73E-05,0.004,-0.004,-0.0084,-0.0068
-4.73E-05,0.012,0.012,-0.0052,0.0036
-4.73E-05,-0.004,-0.004,0.0012,-0.0124
-4.73E-05,0.012,0.012,0.01,0.0116
-4.73E-05,0.004,-0.004,0.0084,-0.0132
-4.73E-05,0.004,0.012,0.006,0.014
-4.72E-05,0.004,-0.004,-0.002,-0.0076
-4.72E-05,0.012,0.012,0.002,0.0132
-4.72E-05,0.004,-0.004,0.002,-0.0036
-4.72E-05,0.004,0.012,-0.0004,0.0076
-4.72E-05,0.004,-0.004,0.0028,-0.0012
-4.72E-05,0.004,0.02,0.0036,0.0036
-4.72E-05,0.004,0.004,0.0012,-0.0004
-4.71E-05,0.004,0.012,0.0044,0.0044
-4.71E-05,-0.004,-0.004,0.0044,-0.006
-4.71E-05,0.004,0.012,0.0028,0.0076
-4.71E-05,0.004,-0.004,0.0036,-0.002
-4.71E-05,0.004,0.012,0.0076,0.0068
-4.71E-05,-0.004,0.004,-0.0028,-0.0004
-4.70E-05,0.004,0.012,0.002,0.0084
-4.70E-05,0.004,-0.004,0.0036,-0.0028
-4.70E-05,0.004,0.02,0.0036,0.006
-4.70E-05,0.004,-0.004,0.0068,0.0012
-4.70E-05,-0.004,0.012,0.0036,0.0044
-4.70E-05,0.004,-0.004,-0.0004,-0.006
-4.69E-05,0.004,0.012,0.0028,0.0076
-4.69E-05,0.004,-0.004,0.0028,-0.0004
-4.69E-05,0.004,0.012,-0.0012,0.0052
-4.69E-05,0.004,0.004,-0.002,-0.0012
-4.69E-05,0.004,0.012,0.0036,0.0036
-4.69E-05,0.012,-0.004,0.0012,-0.002
-4.68E-05,0.012,0.02,0.0012,0.0092
-4.68E-05,0.012,-0.004,-0.0004,0.0004
-4.68E-05,0.004,0.012,-0.0052,0.0052
-4.68E-05,0.004,-0.012,0.0076,-0.0068
-4.68E-05,0.004,0.012,0.0108,0.006
-4.68E-05,0.004,-0.012,0.0012,-0.0036
-4.68E-05,0.012,0.02,0.0036,0.0108
-4.67E-05,0.004,-0.004,0.01,-0.002
-4.67E-05,-0.004,0.012,0.0092,0.0084
-4.67E-05,-0.004,-0.004,0.0036,-0.006
-4.67E-05,-0.004,0.02,0.0044,0.01
-4.67E-05,0.004,-0.004,0.0044,-0.002
-4.67E-05,0.004,0.012,0.0044,0.0068
-4.66E-05,-0.004,-0.004,0.0044,-0.002
-4.66E-05,0.004,0.012,-0.0012,0.006
-4.66E-05,0.004,-0.004,0.0004,-0.006
-4.66E-05,0.004,0.012,0.0012,0.0052
-4.66E-05,0.004,-0.004,0.0036,-0.0028
-4.66E-05,0.004,0.012,0.0012,0.0044
-4.65E-05,0.004,-0.004,0.0004,-0.0012
-4.65E-05,0.004,0.012,0.0004,0.0076
-4.65E-05,0.004,-0.004,0.0004,-0.002
-4.65E-05,0.004,0.012,-0.0004,0.0044
-4.65E-05,0.004,-0.004,-0.0052,-0.0004
-4.65E-05,0.004,0.012,-0.0012,0.0028
-4.64E-05,0.004,-0.004,0.0012,-0.006
-4.64E-05,0.004,0.012,0.002,0.0068
-4.64E-05,-0.004,-0.004,0.002,-0.0028
-4.64E-05,0.004,0.012,0.002,0.0052
-4.64E-05,0.012,-0.004,0.0012,-0.0028
-4.64E-05,0.004,0.012,0.0036,0.0036
-4.64E-05,0.004,-0.004,0.0012,-0.002
-4.63E-05,0.004,0.012,0.002,0.0068
-4.63E-05,0.004,-0.004,0.0036,-0.0012
-4.63E-05,0.004,0.012,0.0052,0.002
-4.63E-05,0.012,-0.004,0.0036,-0.0068
-4.63E-05,0.004,0.012,0.002,0.0052
-4.63E-05,-0.004,-0.004,0.0004,-0.0036
-4.62E-05,-0.004,0.012,0.0012,0.0068
-4.62E-05,-0.004,-0.004,0.0052,-0.002
-4.62E-05,0.004,0.012,-0.002,0.0028
-4.62E-05,0.012,-0.004,-0.0036,-0.0044
-4.62E-05,0.004,0.012,-0.0012,0.0092
-4.62E-05,0.004,-0.004,-0.0004,-0.0044
-4.61E-05,0.004,0.012,0.002,0.0076
-4.61E-05,-0.004,-0.004,0.0036,-0.0012
-4.61E-05,0.004,0.012,-0.0012,0.0052
-4.61E-05,0.004,-0.004,0.002,-0.0052
-4.61E-05,0.004,0.012,0.0052,0.0076
-4.61E-05,0.004,0.004,-0.002,-0.002
-4.60E-05,0.012,0.012,-0.0004,0.0052
-4.60E-05,0.012,0.004,0.0012,-0.002
-4.60E-05,0.004,0.02,0.0044,0.0132
-4.60E-05,0.004,-0.004,0.0124,-0.0036
-4.60E-05,0.004,0.012,0.0156,0.0092
-4.60E-05,0.004,0.004,0.01,-0.0132
-4.60E-05,0.004,0.012,0.0196,0.0156
-4.59E-05,0.004,-0.004,0.0116,-0.0084
-4.59E-05,-0.004,0.012,0.0012,0.0196
-4.59E-05,0.004,-0.004,0.0004,-0.0108
-4.59E-05,0.004,0.012,0.0084,0.0188
-4.59E-05,-0.004,0.004,0.0044,-0.0028
-4.59E-05,0.004,0.012,0.0052,0.0116
-4.58E-05,0.004,-0.004,0.006,0.002
-4.58E-05,0.004,0.02,0.0052,0.01
-4.58E-05,0.004,0.004,0.006,0.0028
-4.58E-05,-0.004,0.012,0.0068,0.0076
-4.58E-05,0.004,-0.004,-0.0004,-0.002
-4.58E-05,0.004,0.012,0.002,0.01
-4.57E-05,0.004,-0.004,0.006,-0.0004
-4.57E-05,0.004,0.012,0.0028,0.0084
-4.57E-05,0.004,-0.004,-0.0004,0.0012
-4.57E-05,0.004,0.012,0.002,0.006
-4.57E-05,0.004,-0.004,0.0036,-0.002
-4.57E-05,-0.004,0.012,0.002,0.0116
-4.56E-05,-0.004,-0.004,0.0036,-0.0012
-4.56E-05,0.004,0.012,-0.0068,0.0068
-4.56E-05,0.004,-0.004,-0.0004,-0.0068
-4.56E-05,0.004,0.004,0.0044,0.0052
-4.56E-05,0.004,-0.004,0.0004,-0.0068
-4.56E-05,-0.004,0.012,0.0004,0.006
-4.56E-05,-0.004,-0.004,0.002,-0.002
-4.55E-05,0.004,0.012,0.0036,0.0052
-4.55E-05,-0.004,-0.004,0.0028,-0.0052
-4.55E-05,-0.004,0.02,0.0004,0.0084
-4.55E-05,-0.004,-0.012,0.0004,-0.0044
-4.55E-05,-0.004,0.012,-0.0028,0.0052
-4.55E-05,-0.004,-0.004,0.0044,-0.0044
-4.54E-05,-0.004,0.012,-0.0028,0.002
-4.54E-05,-0.004,-0.012,-0.0028,-0.006
-4.54E-05,-0.004,0.02,0.0044,0.0068
-4.54E-05,-0.004,-0.004,-0.0004,-0.006
-4.54E-05,-0.004,0.012,-0.0012,0.0092
-4.54E-05,0.004,-0.004,-0.006,-0.0052
-4.53E-05,0.004,0.012,-0.002,0.01
-4.53E-05,0.004,-0.004,0.0004,-0.0108
-4.53E-05,0.004,0.012,-0.0012,0.0124
-4.53E-05,0.004,-0.004,0.0004,-0.002
-4.53E-05,0.004,0.012,-0.0004,0.0028
-4.53E-05,0.004,-0.004,0.0028,-0.0068
-4.52E-05,0.004,0.012,0.0028,0.0068
-4.52E-05,0.004,-0.004,0.0036,-0.0036
-4.52E-05,0.004,0.012,0.0012,0.0068
-4.52E-05,0.004,-0.004,0.002,-0.0012
-4.52E-05,-0.004,0.012,-0.0012,0.0044
-4.52E-05,0.004,-0.004,0.002,-0.002
-4.52E-05,0.012,0.02,0.014,0.0084
-4.51E-05,0.012,-0.012,0.0148,-0.0148
-4.51E-05,0.004,0.012,0.0052,0.014
-4.51E-05,0.004,-0.012,0.0028,-0.0132
-4.51E-05,-0.004,0.02,-0.0036,0.0164
-4.51E-05,0.004,-0.004,0.0036,-0.0036
-4.51E-05,0.004,0.02,0.0076,0.0084
-4.50E-05,-0.004,0.004,0.0108,-0.0028
-4.50E-05,0.004,0.012,-0.0004,0.0092
-4.50E-05,0.004,-0.004,-0.0004,-0.0028
-4.50E-05,0.012,0.02,0.0044,0.0116
-4.50E-05,0.004,-0.004,0.0036,-0.002
-4.50E-05,0.004,0.012,0.0076,0.0092
-4.49E-05,0.004,-0.004,0.0036,0.002
-4.49E-05,0.012,0.012,-0.0012,0.0084
-4.49E-05,0.004,-0.004,0.0028,-0.006
-4.49E-05,0.004,0.012,0.0028,0.01
-4.49E-05,0.004,-0.004,0.0028,-0.0004
-4.49E-05,0.012,0.012,-0.002,0.0068
-4.48E-05,-0.004,-0.004,0.0068,-0.002
-4.48E-05,-0.012,0.012,0.0076,0.0116
-4.48E-05,-0.004,-0.012,0.0052,-0.0028
-4.48E-05,0.004,0.012,0.0036,0.01
-4.48E-05,0.004,-0.012,-0.006,-0.002
-4.48E-05,0.004,0.012,0.0076,0.0068
-4.48E-05,-0.004,-0.004,0.0044,-0.006
-4.47E-05,-0.004,0.012,0.0004,0.01
-4.47E-05,0.004,-0.004,0.0052,-0.0036
-4.47E-05,0.004,0.012,0.0092,0.0084
-4.47E-05,-0.004,-0.004,0.0068,-0.0036
-4.47E-05,0.004,0.012,0.0052,0.0092
-4.47E-05,0.004,-0.004,0.0052,-0.0052
-4.46E-05,-0.004,0.012,0.0012,0.014
-4.46E-05,-0.004,-0.004,0.0052,-0.0044
-4.46E-05,-0.004,0.004,0.0044,0.0108
-4.46E-05,0.004,-0.004,-0.0092,-0.014
-4.46E-05,0.004,0.012,-0.0084,0.0116
-4.46E-05,0.004,-0.004,-0.0012,-0.0132
-4.45E-05,0.004,0.012,0.0044,0.0156
-4.45E-05,0.012,-0.004,0.0012,-0.0076
-4.45E-05,0.004,0.012,0.0012,0.0084
-4.45E-05,0.004,-0.004,0.0028,-0.0036
-4.45E-05,0.004,0.012,0.0012,0.0068
-4.45E-05,0.004,-0.004,0.002,-0.0028
-4.44E-05,0.012,0.012,-0.0052,0.0028
-4.44E-05,0.004,-0.004,-0.0004,-0.0052
-4.44E-05,0.004,0.012,0.0028,0.0052
-4.44E-05,-0.004,-0.004,0.0004,-0.0108
-4.44E-05,0.004,0.012,0.002,0.0076
-4.44E-05,0.004,-0.004,-0.0036,-0.002
-4.44E-05,-0.004,0.004,0.002,0.0028
-4.43E-05,-0.004,-0.004,0.0036,-0.0052
-4.43E-05,-0.004,0.012,0.0004,0.0076
-4.43E-05,-0.004,-0.004,-0.002,-0.0044
-4.43E-05,-0.004,0.012,-0.0004,0.0036
-4.43E-05,-0.004,-0.004,0.0052,-0.002
-4.43E-05,0.004,0.004,0.0036,0.002
-4.42E-05,-0.004,-0.004,0.002,-0.0108
-4.42E-05,0.004,0.012,0.0004,0.0068
-4.42E-05,0.004,-0.004,-0.0012,-0.0044
-4.42E-05,0.004,0.012,0.006,0.0044
-4.42E-05,0.004,-0.004,-0.0028,-0.0028
-4.42E-05,0.004,0.012,-0.0004,0.0084
-4.41E-05,0.012,-0.004,0.002,-0.006
-4.41E-05,0.012,0.012,0.002,0.0052
-4.41E-05,-0.004,-0.004,0.0028,-0.0012
-4.41E-05,0.004,0.012,0.0044,0.0044
-4.41E-05,0.004,-0.012,-0.0004,-0.0092
-4.41E-05,0.004,0.02,-0.0028,0.0116
-4.40E-05,0.012,-0.004,0.0004,-0.0028
-4.40E-05,0.004,0.012,-0.0036,0.0092
-4.40E-05,0.004,-0.004,-0.0036,-0.0044
-4.40E-05,0.004,0.012,0.0052,0.0068
-4.40E-05,-0.004,-0.004,0.0044,-0.0108
-4.40E-05,0.004,0.02,0.0036,0.0148
-4.40E-05,0.004,-0.004,0.0044,-0.002
-4.39E-05,0.004,0.012,-0.0004,0.0076
-4.39E-05,0.004,-0.004,0.0092,-0.0052
-4.39E-05,-0.004,0.012,0.0076,0.006
-4.39E-05,0.004,-0.004,0.0028,-0.0036
-4.39E-05,0.004,0.012,-0.0004,0.0092
-4.39E-05,-0.004,0.004,0.01,-0.002
-4.38E-05,-0.004,0.012,0.006,0.0068
-4.38E-05,0.004,-0.004,0.002,-0.0036
-4.38E-05,0.004,0.02,0.002,0.0116
-4.38E-05,0.004,-0.004,0.0028,-0.0036
-4.38E-05,-0.004,0.012,0.0068,0.0068
-4.38E-05,-0.004,-0.004,0.006,-0.0012
-4.37E-05,0.004,0.012,-0.0036,0.0068
-4.37E-05,0.004,-0.004,0.0012,-0.0092
-4.37E-05,0.004,0.012,0.0028,0.0084
-4.37E-05,0.004,-0.004,0.0036,-0.006
-4.37E-05,0.012,0.012,-0.0036,0.006
-4.37E-05,-0.004,-0.004,-0.0012,-0.0036
-4.36E-05,-0.004,0.012,0.0012,0.0108
-4.36E-05,0.004,-0.004,0.0012,-0.006
-4.36E-05,-0.004,0.012,0.0012,0.006
-4.36E-05,0.004,-0.004,-0.0076,-0.0004
-4.36E-05,0.004,0.012,-0.0012,0.002
-4.36E-05,-0.004,-0.004,0.0028,-0.0092
-4.36E-05,-0.004,0.012,0.0036,0.0076
-4.35E-05,-0.004,-0.004,0.0004,-0.0068
-4.35E-05,-0.004,0.012,-0.0012,0.0068
-4.35E-05,-0.004,-0.004,0.0052,-0.0044
-4.35E-05,0.012,0.012,0.0012,0.0036
-4.35E-05,0.012,-0.004,-0.0012,-0.006
-4.35E-05,0.004,0.02,-0.002,0.0092
-4.34E-05,0.004,-0.004,0.0004,-0.0028
-4.34E-05,-0.004,0.012,0.006,0.0044
-4.34E-05,0.004,-0.004,0.0044,-0.0076
-4.34E-05,0.004,0.012,-0.0012,0.006
-4.34E-05,0.004,-0.004,-0.0028,-0.0052
-4.34E-05,0.004,0.012,0.0076,0.0084
-4.33E-05,0.004,-0.004,0.0068,-0.0036
-4.33E-05,0.004,0.012,-0.002,0.0076
-4.33E-05,0.004,-0.004,-0.002,-0.0068
-4.33E-05,0.004,0.012,0.002,0.0124
-4.33E-05,0.012,-0.004,-0.01,-0.0052
-4.33E-05,0.012,0.012,-0.0092,0.0068
-4.32E-05,0.004,-0.004,-0.01,-0.0108
-4.32E-05,-0.004,0.012,-0.0004,0.0124
-4.32E-05,0.004,-0.012,0.0092,-0.0148
-4.32E-05,0.004,0.012,0.01,0.0188
-4.32E-05,0.004,-0.004,0.002,-0.0108
-4.32E-05,-0.004,0.012,0.0012,0.0156
-4.32E-05,0.004,-0.004,0.0044,-0.0036
-4.31E-05,0.004,0.02,0.002,0.01
-4.31E-05,0.004,-0.004,0.0004,0.0004
-4.31E-05,-0.004,0.012,0.002,0.0044
-4.31E-05,-0.004,-0.004,0.0012,0.0004
-4.31E-05,0.004,0.012,0.0084,0.006
-4.31E-05,0.004,-0.004,0.0068,-0.006
-4.30E-05,0.004,0.012,0.0044,0.01
-4.30E-05,0.004,-0.004,0.0052,-0.002
-4.30E-05,0.004,0.012,0.0124,0.0076
